station,timestamp_utc,rain_mm,wind_direction_deg,air_temperature_c,solar_radiation_w_m2,battery_v,wind_speed_ms,wind_gust_speed_max_kmh
stanley_bridge,2023-07-25 10:00:00+00:00,0.0,,,,4.30925,,
stanley_bridge,2023-07-25 15:00:00+00:00,0.0,178.0,,801.4615384615385,4.299,4.93076923076923,8.7
stanley_bridge,2023-07-25 16:00:00+00:00,0.0,178.0,,808.7,4.315416666666667,5.02,9.4
stanley_bridge,2023-07-25 17:00:00+00:00,0.0,174.0,,537.2,4.316833333333333,5.833333333333333,10.4
stanley_bridge,2023-07-25 18:00:00+00:00,0.0,188.0,,699.4333333333333,4.3187500000000005,6.133333333333334,11.0
stanley_bridge,2023-07-25 19:00:00+00:00,0.0,187.0,,587.2,4.3135,6.506666666666666,11.7
stanley_bridge,2023-07-25 20:00:00+00:00,0.0,187.0,,452.8666666666667,4.314166666666667,6.3966666666666665,11.7
stanley_bridge,2023-07-25 21:00:00+00:00,0.0,192.0,,296.8333333333333,4.31975,7.211764705882353,12.7
stanley_bridge,2023-07-25 22:00:00+00:00,0.0,199.0,,145.23333333333332,4.308916666666667,,
stanley_bridge,2023-07-25 23:00:00+00:00,0.0,201.0,,17.233333333333334,4.294833333333334,,
stanley_bridge,2023-07-26 00:00:00+00:00,0.0,168.0,,1.0333333333333334,4.273499999999999,,
stanley_bridge,2023-07-26 01:00:00+00:00,0.0,180.0,,1.0,4.263416666666667,,
stanley_bridge,2023-07-26 02:00:00+00:00,0.0,183.0,,1.0,4.257833333333333,,
stanley_bridge,2023-07-26 03:00:00+00:00,0.0,190.0,,1.0,4.25275,,
stanley_bridge,2023-07-26 04:00:00+00:00,0.0,192.0,,1.0,4.2491666666666665,,
stanley_bridge,2023-07-26 05:00:00+00:00,0.0,185.0,,1.0,4.247,,
stanley_bridge,2023-07-26 06:00:00+00:00,0.0,187.0,,1.0,4.244833333333333,,
stanley_bridge,2023-07-26 07:00:00+00:00,0.0,185.0,,1.0,4.241583333333334,,
stanley_bridge,2023-07-26 08:00:00+00:00,0.0,185.0,,1.2333333333333334,4.241333333333333,,
stanley_bridge,2023-07-26 09:00:00+00:00,0.0,181.0,,22.3,4.279333333333333,,
stanley_bridge,2023-07-26 10:00:00+00:00,0.0,185.0,,48.53333333333333,4.299916666666667,,
stanley_bridge,2023-07-26 11:00:00+00:00,0.0,202.0,,101.76666666666667,4.31,,
stanley_bridge,2023-07-26 12:00:00+00:00,5.8,201.0,,73.03333333333333,4.308916666666667,,
stanley_bridge,2023-07-26 13:00:00+00:00,2.4000000000000004,181.0,,126.8,4.311333333333333,,
stanley_bridge,2023-07-26 14:00:00+00:00,0.0,180.0,,173.76666666666668,4.311,,
stanley_bridge,2023-07-26 15:00:00+00:00,0.0,178.0,,491.43333333333334,4.315166666666666,,
stanley_bridge,2023-07-26 16:00:00+00:00,0.0,171.0,,693.4333333333333,4.3155,,
stanley_bridge,2023-07-26 17:00:00+00:00,0.0,215.0,,540.0,4.313166666666667,,
stanley_bridge,2023-07-26 18:00:00+00:00,0.0,209.0,,709.8333333333334,4.314166666666666,,
stanley_bridge,2023-07-26 19:00:00+00:00,0.0,202.0,,597.6,4.318083333333333,,
stanley_bridge,2023-07-26 20:00:00+00:00,0.0,190.0,,447.8,4.318666666666666,,
stanley_bridge,2023-07-26 21:00:00+00:00,0.0,187.0,,286.43333333333334,4.316583333333333,,
stanley_bridge,2023-07-26 22:00:00+00:00,0.0,195.0,,138.6,4.3075,,
stanley_bridge,2023-07-26 23:00:00+00:00,0.0,188.0,,22.566666666666666,4.297833333333333,,
stanley_bridge,2023-07-27 00:00:00+00:00,0.0,180.0,,1.0,4.275416666666667,,
stanley_bridge,2023-07-27 01:00:00+00:00,0.0,183.0,,1.0,4.264583333333333,,
stanley_bridge,2023-07-27 02:00:00+00:00,0.0,174.0,,1.0,4.2585,,
stanley_bridge,2023-07-27 03:00:00+00:00,0.0,170.0,,1.0,4.254083333333333,,
stanley_bridge,2023-07-27 04:00:00+00:00,0.0,175.0,,1.0,4.2505,,
stanley_bridge,2023-07-27 05:00:00+00:00,0.0,177.0,,1.0,4.247166666666667,,
stanley_bridge,2023-07-27 06:00:00+00:00,0.0,187.0,,1.0,4.2450833333333335,,
stanley_bridge,2023-07-27 07:00:00+00:00,0.0,187.0,,1.0,4.2435,,
stanley_bridge,2023-07-27 08:00:00+00:00,0.0,180.0,,1.7333333333333334,4.242249999999999,,
stanley_bridge,2023-07-27 09:00:00+00:00,0.0,175.0,,39.53333333333333,4.291166666666666,,
stanley_bridge,2023-07-27 10:00:00+00:00,0.0,180.0,,103.9,4.307416666666667,,
stanley_bridge,2023-07-27 11:00:00+00:00,0.0,173.0,,181.33333333333334,4.3135,,
stanley_bridge,2023-07-27 12:00:00+00:00,0.0,194.0,,255.8,4.312916666666667,,
stanley_bridge,2023-07-27 13:00:00+00:00,0.0,195.0,,371.76666666666665,4.31525,,
stanley_bridge,2023-07-27 14:00:00+00:00,0.0,198.0,,420.3333333333333,4.314916666666666,,
stanley_bridge,2023-07-27 15:00:00+00:00,0.0,205.0,,474.3333333333333,4.309916666666667,,
stanley_bridge,2023-07-27 16:00:00+00:00,0.0,192.0,,388.3,4.310583333333334,,
stanley_bridge,2023-07-27 17:00:00+00:00,0.0,198.0,,410.76666666666665,4.3140833333333335,,
stanley_bridge,2023-07-27 18:00:00+00:00,0.0,194.0,,332.06666666666666,4.309583333333333,,
stanley_bridge,2023-07-27 19:00:00+00:00,0.0,184.0,,271.23333333333335,4.309166666666667,,
stanley_bridge,2023-07-27 20:00:00+00:00,0.0,188.0,,161.5,4.312166666666667,,
stanley_bridge,2023-07-27 21:00:00+00:00,0.0,190.0,,83.83333333333333,4.3062499999999995,,
stanley_bridge,2023-07-27 22:00:00+00:00,0.0,190.0,,36.1,4.303166666666667,,
stanley_bridge,2023-07-27 23:00:00+00:00,0.0,194.0,,6.566666666666666,4.2915,,
stanley_bridge,2023-07-28 00:00:00+00:00,0.0,190.0,,1.0,4.27025,,
stanley_bridge,2023-07-28 01:00:00+00:00,0.4,187.0,,1.0,4.262583333333333,,
stanley_bridge,2023-07-28 02:00:00+00:00,5.6000000000000005,175.0,,1.0,4.2562500000000005,,
stanley_bridge,2023-07-28 03:00:00+00:00,5.4,147.0,,1.0,4.251166666666667,,
stanley_bridge,2023-07-28 04:00:00+00:00,0.8,146.0,,1.0,4.2469166666666665,,
stanley_bridge,2023-07-28 05:00:00+00:00,0.0,154.0,,1.0,4.245,,
stanley_bridge,2023-07-28 06:00:00+00:00,0.0,198.0,,1.0,4.24325,,
stanley_bridge,2023-07-28 07:00:00+00:00,0.0,143.0,,1.0,4.241583333333334,,
stanley_bridge,2023-07-28 08:00:00+00:00,0.0,175.0,,1.6666666666666667,4.241499999999999,,
stanley_bridge,2023-07-28 09:00:00+00:00,0.0,208.0,,28.166666666666668,4.28875,,
stanley_bridge,2023-07-28 10:00:00+00:00,0.0,185.0,,103.66666666666667,4.3062499999999995,,
stanley_bridge,2023-07-28 11:00:00+00:00,0.0,243.0,,138.13333333333333,4.310416666666667,,
stanley_bridge,2023-07-28 12:00:00+00:00,0.0,284.0,,218.66666666666666,4.31575,,
stanley_bridge,2023-07-28 13:00:00+00:00,0.0,227.0,,428.9,4.312,,
stanley_bridge,2023-07-28 14:00:00+00:00,0.0,212.0,,664.8666666666667,4.31575,,
stanley_bridge,2023-07-28 15:00:00+00:00,0.0,243.0,,702.448275862069,4.3101666666666665,,
stanley_bridge,2023-07-28 16:00:00+00:00,0.0,358.0,,648.7666666666667,4.308583333333334,,
stanley_bridge,2023-07-28 17:00:00+00:00,0.0,302.0,,557.7,4.314333333333333,,
stanley_bridge,2023-07-28 18:00:00+00:00,0.0,232.0,,581.9,4.312416666666667,,
stanley_bridge,2023-07-28 19:00:00+00:00,0.0,229.0,,595.3666666666667,4.31125,,
stanley_bridge,2023-07-28 20:00:00+00:00,0.0,218.0,,461.5,4.313083333333333,,
stanley_bridge,2023-07-28 21:00:00+00:00,0.0,216.0,,296.43333333333334,4.312666666666667,,
stanley_bridge,2023-07-28 22:00:00+00:00,0.0,192.0,,126.33333333333333,4.308916666666667,,
stanley_bridge,2023-07-28 23:00:00+00:00,0.0,147.0,,6.0,4.295166666666667,,
stanley_bridge,2023-07-29 00:00:00+00:00,0.0,160.0,,1.0,4.273833333333333,,
stanley_bridge,2023-07-29 01:00:00+00:00,0.0,183.0,,1.0,4.265666666666666,,
stanley_bridge,2023-07-29 02:00:00+00:00,0.0,171.0,,1.0,4.259166666666666,,
stanley_bridge,2023-07-29 03:00:00+00:00,0.0,188.0,,1.0,4.254666666666666,,
stanley_bridge,2023-07-29 04:00:00+00:00,0.6000000000000001,181.0,,1.0,4.2515833333333335,,
stanley_bridge,2023-07-29 05:00:00+00:00,0.0,199.0,,1.0,4.2485,,
stanley_bridge,2023-07-29 06:00:00+00:00,0.0,197.0,,1.0,4.246333333333333,,
stanley_bridge,2023-07-29 07:00:00+00:00,0.0,190.0,,1.0,4.244583333333334,,
stanley_bridge,2023-07-29 08:00:00+00:00,0.0,181.0,,1.3,4.243916666666666,,
stanley_bridge,2023-07-29 09:00:00+00:00,0.0,194.0,,21.933333333333334,4.276166666666667,,
stanley_bridge,2023-07-29 10:00:00+00:00,0.0,206.0,,89.8,4.30925,,
stanley_bridge,2023-07-29 11:00:00+00:00,0.0,237.0,,193.7,4.310083333333334,,
stanley_bridge,2023-07-29 12:00:00+00:00,0.0,236.0,,362.6666666666667,4.31525,,
stanley_bridge,2023-07-29 13:00:00+00:00,0.0,291.0,,320.3,4.316916666666667,,
stanley_bridge,2023-07-29 14:00:00+00:00,0.0,240.0,,673.7333333333333,4.310416666666667,,
stanley_bridge,2023-07-29 15:00:00+00:00,0.0,237.0,,774.0344827586207,4.3095,,
stanley_bridge,2023-07-29 16:00:00+00:00,0.0,244.0,,724.0689655172414,4.311083333333333,,
stanley_bridge,2023-07-29 17:00:00+00:00,0.0,267.0,,512.6333333333333,4.310416666666667,,
stanley_bridge,2023-07-29 18:00:00+00:00,0.0,230.0,,735.6666666666666,4.311583333333333,,
stanley_bridge,2023-07-29 19:00:00+00:00,0.0,241.0,,599.5666666666667,4.313,,
stanley_bridge,2023-07-29 20:00:00+00:00,0.0,298.0,,441.7,4.312,,
stanley_bridge,2023-07-29 21:00:00+00:00,0.0,292.0,,244.5,4.310666666666667,,
stanley_bridge,2023-07-29 22:00:00+00:00,0.0,333.0,,106.46666666666667,4.308083333333333,,
stanley_bridge,2023-07-29 23:00:00+00:00,0.0,343.0,,11.5,4.296166666666667,,
stanley_bridge,2023-07-30 00:00:00+00:00,0.0,1.0,,1.0,4.273333333333333,,
stanley_bridge,2023-07-30 01:00:00+00:00,0.0,355.0,,1.0,4.264,,
stanley_bridge,2023-07-30 02:00:00+00:00,0.0,97.0,,1.0,4.258416666666666,,
stanley_bridge,2023-07-30 03:00:00+00:00,0.0,129.0,,1.0,4.25375,,
stanley_bridge,2023-07-30 04:00:00+00:00,0.0,173.0,,1.0,4.25,,
stanley_bridge,2023-07-30 05:00:00+00:00,0.0,119.0,,1.0,4.247,,
stanley_bridge,2023-07-30 06:00:00+00:00,0.2,175.0,,1.0,4.244666666666666,,
stanley_bridge,2023-07-30 07:00:00+00:00,0.4,154.0,,1.0,4.242,,
stanley_bridge,2023-07-30 08:00:00+00:00,0.0,67.0,,1.0,4.240833333333334,,
stanley_bridge,2023-07-30 09:00:00+00:00,0.0,204.0,,10.5,4.26425,,
stanley_bridge,2023-07-30 10:00:00+00:00,0.0,213.0,,148.53333333333333,4.311416666666667,,
stanley_bridge,2023-07-30 11:00:00+00:00,0.0,263.0,,320.46666666666664,4.31075,,
stanley_bridge,2023-07-30 12:00:00+00:00,0.0,303.0,,455.3666666666667,4.316583333333333,,
stanley_bridge,2023-07-30 13:00:00+00:00,0.0,229.0,,488.8333333333333,4.312416666666667,,
stanley_bridge,2023-07-30 14:00:00+00:00,0.0,278.0,,467.5925925925926,4.313666666666667,,
stanley_bridge,2023-07-30 15:00:00+00:00,0.0,330.0,,753.4333333333333,4.31,,
stanley_bridge,2023-07-30 16:00:00+00:00,0.0,310.0,,797.4074074074074,4.312,,
stanley_bridge,2023-07-30 17:00:00+00:00,0.0,333.0,,534.4666666666667,4.311333333333334,,
stanley_bridge,2023-07-30 18:00:00+00:00,0.0,343.0,,714.2333333333333,4.312916666666667,,
stanley_bridge,2023-07-30 19:00:00+00:00,0.0,357.0,,600.3333333333334,4.314,,
stanley_bridge,2023-07-30 20:00:00+00:00,0.0,7.0,,469.1333333333333,4.315666666666666,,
stanley_bridge,2023-07-30 21:00:00+00:00,0.0,354.0,,312.4,4.315333333333333,,
stanley_bridge,2023-07-30 22:00:00+00:00,0.0,7.0,,117.56666666666666,4.305416666666667,,
stanley_bridge,2023-07-30 23:00:00+00:00,0.0,66.0,,22.733333333333334,4.29875,,
stanley_bridge,2023-07-31 00:00:00+00:00,0.0,133.0,,1.0,4.274916666666667,,
stanley_bridge,2023-07-31 01:00:00+00:00,0.0,133.0,,1.0,4.263916666666666,,
stanley_bridge,2023-07-31 02:00:00+00:00,0.0,138.0,,1.0,4.256,,
stanley_bridge,2023-07-31 03:00:00+00:00,0.0,187.0,,1.0,4.25175,,
stanley_bridge,2023-07-31 04:00:00+00:00,0.0,170.0,,1.0,4.248666666666667,,
stanley_bridge,2023-07-31 05:00:00+00:00,0.0,154.0,,1.0,4.24475,,
stanley_bridge,2023-07-31 06:00:00+00:00,0.0,188.0,,1.0,4.242666666666667,,
stanley_bridge,2023-07-31 07:00:00+00:00,0.0,171.0,,1.0,4.24125,,
stanley_bridge,2023-07-31 08:00:00+00:00,0.0,170.0,,1.5333333333333334,4.2405,,
stanley_bridge,2023-07-31 09:00:00+00:00,0.0,177.0,,20.7,4.2908333333333335,,
stanley_bridge,2023-07-31 10:00:00+00:00,0.0,171.0,,123.26666666666667,4.306500000000001,,
stanley_bridge,2023-07-31 11:00:00+00:00,0.0,184.0,,311.93333333333334,4.3077499999999995,,
stanley_bridge,2023-07-31 12:00:00+00:00,0.0,218.0,,475.2,4.31825,,
stanley_bridge,2023-07-31 13:00:00+00:00,0.0,237.0,,492.0,4.311083333333333,,
stanley_bridge,2023-07-31 14:00:00+00:00,0.0,219.0,,716.2,4.3148333333333335,,
stanley_bridge,2023-07-31 15:00:00+00:00,0.0,223.0,,773.7666666666667,4.3084999999999996,,
stanley_bridge,2023-07-31 16:00:00+00:00,0.0,192.0,,787.5333333333333,4.309583333333333,,
stanley_bridge,2023-07-31 17:00:00+00:00,0.0,178.0,,518.0666666666667,4.309166666666667,,
stanley_bridge,2023-07-31 18:00:00+00:00,0.0,265.0,,569.5333333333333,4.310333333333333,,
stanley_bridge,2023-07-31 19:00:00+00:00,0.0,175.0,,547.3666666666667,4.31125,,
stanley_bridge,2023-07-31 20:00:00+00:00,0.0,195.0,,460.6333333333333,4.31025,,
stanley_bridge,2023-07-31 21:00:00+00:00,0.0,171.0,,268.0,4.3155,,
stanley_bridge,2023-07-31 22:00:00+00:00,0.0,183.0,,38.3,4.302833333333333,,
stanley_bridge,2023-07-31 23:00:00+00:00,0.0,166.0,,5.866666666666666,4.292833333333333,,
stanley_bridge,2023-08-01 00:00:00+00:00,0.0,205.0,,1.0,4.2707500000000005,,
stanley_bridge,2023-08-01 01:00:00+00:00,0.0,251.0,,1.0,4.2612499999999995,,
stanley_bridge,2023-08-01 02:00:00+00:00,0.0,145.0,,1.0,4.25575,,
